"2013-07-11 16:16:10:751"	"@user"	1	"Morning beautiful. got big smile u today! Happy"
"2013-07-11 16:16:10:753"	"@user"	1	"happy guitar solo music ambiance clapping goodnight"
"2013-07-11 16:16:10:786"	"@user"	1	"â˜€ALLâ˜€WHOâ˜€RETWEETSâ˜€WANTâ˜€NEWâ˜€FOLLOWERSâ˜€ âœˆ TFBJP âœˆ TeamFollowBack âœˆ OpenFollow âœˆ FollowBack âœˆ Happy âœˆ RT âœˆ 57.35"
"2013-07-11 16:16:10:794"	"@user"	1	"will elaborate right now..but smiles!! :)HappyThankful GoodLife Blessed"
"2013-07-11 16:16:10:809"	"@user"	1	"StoryOfMyLifeFollowPartyâ˜® Rt thisâ˜® Follow meâ˜® follow backâ˜® Follow everyone RÎ¤sâ˜® Gain followtrick followpart happy peace"
"2013-07-11 16:16:10:810"	"@user"	1	"Bak Kut Teh dinner! happy"
"2013-07-11 16:16:10:835"	"@user"	1	"â˜€ALLâ˜€WHOâ˜€RETWEETSâ˜€WANTâ˜€NEWâ˜€FOLLOWERSâ˜€ âœˆ TFBJP âœˆ TeamFollowBack âœˆ OpenFollow âœˆ FollowBack âœˆ Happy âœˆ RT âœˆ 32.71"
"2013-07-11 16:16:10:850"	"@user"	1	"StoryOfMyLifeFollowPartyâ˜® Rt thisâ˜® Follow meâ˜® follow backâ˜® Follow everyone RÎ¤sâ˜® Gain followtrick followpart happy peace."
"2013-07-11 16:16:10:857"	"@user"	1	"push mo yan. â–²â–¼â–²â–¼â–²â–¼ gram happy kid throwback bike potd"
"2013-07-11 16:16:10:873"	"@user"	1	"Kid-inspired. Chef-crafted. Real food school + stores ! Natural MealKits Happy Lunchbox"
"2013-07-11 16:16:10:880"	"@user"	1	"Thinking awesome friends honestly never logical reason ever sad happy"
"2013-07-11 16:16:10:903"	"@user"	1	"mallaadelgazantelingual dietaliquida stylelife drairinatorres happy Medilaser"
"2013-07-11 16:16:10:910"	"@user"	1	"instagram instagood cute happy cat minnos"
"2013-07-11 16:16:10:915"	"@user"	1	"Now November...it's time listen Michael Buble Blake Shelton's Christmas Albums! :) thebest happy fb"
"2013-07-11 16:16:10:919"	"@user"	1	"love anything makes rukkus! cat happy crunchy goodmorning"
"2013-07-11 16:16:10:920"	"@user"	1	"wakeup happy maratime"
"2013-07-11 16:16:10:921"	"@user"	1	"Chatime treat happy night"
"2013-07-11 16:16:10:928"	"@user"	1	"Televisa mywork enjoy happy thankful thelastdance popular popularnow thursday coolâ€¦"
"2013-07-11 16:16:10:929"	"@user"	1	"Woot! RT : living room !!! :) happy"
"2013-07-11 16:16:10:930"	"@user"	1	"RT : Spread little happiness orange stripy socks!! happy style Shop:"
"2013-07-11 16:16:10:931"	"@user"	1	"RT : Son lo mejor :') happy birthday party friends cool fun 15 summer"
"2013-07-11 16:16:10:931"	"@user"	1	"alive healthy. Praise God ğŸ™ğŸ™ happy"
"2013-07-11 16:16:10:980"	"@user"	1	"top work atm!! average results tests mean will fail come June happy"
"2013-07-11 16:16:10:985"	"@user"	1	"â„ğŸ’•ğŸ™Š oldie finnishgirl happy"
"2013-07-11 16:16:10:995"	"@user"	1	"mom love happy picoftheday kiss kiss"
"2013-07-11 16:16:11:1"	"@user"	1	"RT : cousin beach summer moments hot happy smile like instagramâ€¦"
"2013-07-11 16:16:11:10"	"@user"	1	"Last Night day today happy teen boy littlemonster"
"2013-07-11 16:16:11:11"	"@user"	0	"RT : Bak Kut Teh dinner! happy"
"2013-07-11 16:16:11:17"	"@user"	1	"rest classes just got cancelled day!!! score happy CollegeLife naptime"
"2013-07-11 16:16:11:24"	"@user"	1	"Goooood Night. happy"
"2013-07-11 16:16:11:25"	"@user"	1	"Photo: Happy Thorsday, Peeps! extraordinary day filled little happy troll minion,..."
"2013-07-11 16:16:11:26"	"@user"	1	"bf school lovely hair beautiful retrica cool happy â¤ï¸â¤ï¸"
"2013-07-11 16:16:11:37"	"@user"	1	"Kid-inspired. Chef-crafted. Real food school + stores ! Natural MealKits Happy Lunchbox"
"2013-07-11 16:16:11:37"	"@user"	1	"home early. Get girl tonight happy !"
"2013-07-11 16:16:11:49"	"@user"	1	"mee cool nice happy cute swag aburrida bored boring instaphoto instalike instalips lipsâ€¦"
"2013-07-11 16:16:11:69"	"@user"	1	"ğŸ‰ sweet 16 sweet16 perfect tagsforlikes happy"
"2013-07-11 16:16:11:70"	"@user"	1	"Love watching two ladies!! make laugh!! funny happy"
"2013-07-11 16:16:11:76"	"@user"	1	"omg milka ineedtoloseweight happy"
"2013-07-11 16:16:11:76"	"@user"	1	"happy :)"
"2013-07-11 16:16:11:77"	"@user"	1	"Retail therapy works wonders!! Feeling proper happy ğŸ˜Š go shopping everyday!! ğŸ‘—ğŸ’„ğŸ"
"2013-07-11 16:16:11:82"	"@user"	1	"Overly happy getting 'A' first college final!! College LeeUFirstYear Success Happy"
"2013-07-11 16:16:11:86"	"@user"	1	"RT : New Blog today: look Lancome's Happy Holidays 2013 Collection happyâ€¦"
"2013-07-11 16:16:11:94"	"@user"	1	"happy ghost"
"2013-07-11 16:16:11:100"	"@user"	1	"Two three classes today cancelled happy"
"2013-07-11 16:16:11:105"	"@user"	0	"â€œI found never knew lostâ€”Myselfâ€ Need reminder gratitude? happy"
"2013-07-11 16:16:11:105"	"@user"	1	"good day today.?! :) â˜ºï¸ happy"
"2013-07-11 16:16:11:106"	"@user"	1	"Spread little happiness orange stripy socks!! happy style Shop:"
"2013-07-11 16:16:11:108"	"@user"	1	"Feeling great!! amazing happy wooo"
"2013-07-11 16:16:11:120"	"@user"	1	"Kid-inspired. Chef-crafted. Real food school + stores ! Natural MealKits Happy Lunchbox"
"2013-07-11 16:16:11:120"	"@user"	1	"Good Morning, Lily! Happy Thursday too, sweetheart!!"
"2013-07-11 16:16:11:121"	"@user"	1	"time sleep.. good night baby~ :)) cute happy"
"2013-07-11 16:16:11:125"	"@user"	1	"chocolate loot yesterday's school field trip. DARK CHOC LOVER ! Chocolate sweet happy lifeâ€¦"
"2013-07-11 16:16:11:126"	"@user"	1	"happy birthday ğŸ‰"
"2013-07-11 16:16:11:138"	"@user"	1	"skype kingjaimec good night everybodeeeehhhh skype happy bored instagood instapicâ€¦"
"2013-07-11 16:16:11:145"	"@user"	1	"Special moment mom wisuda graduation moment happy ending mom love"
"2013-07-11 16:16:11:156"	"@user"	1	"happy alsancak instagood instamood instalike jj"
"2013-07-11 16:16:11:160"	"@user"	1	"bad boys!!! baby babyfoto sweet friends happy"
"2013-07-11 16:16:11:161"	"@user"	1	"iPhone 5S â˜ºï¸ğŸ˜ Iphone 5S Silver Space Happy Apple"
"2013-07-11 16:16:11:163"	"@user"	1	"happy bday bff loveher friends like 19 vegas two years enero peda"
"2013-07-11 16:16:11:187"	"@user"	1	"long hair recien cortado happy instapick instalove instaphoto"
"2013-07-11 16:16:11:193"	"@user"	1	"happykid happyheart blessed loved happy"
"2013-07-11 16:16:11:194"	"@user"	1	"nightmare mysister like follow happy :p"
"2013-07-11 16:16:11:194"	"@user"	1	"one class spending day momma! happy"
"2013-07-11 16:16:11:205"	"@user"	1	"Kid-inspired. Chef-crafted. Real food school + stores ! Natural MealKits Happy Lunchbox"
"2013-07-11 16:16:11:209"	"@user"	1	"cieeee :3 rt bfâ™¥ justphoto iseng couple happy ig"
"2013-07-11 16:16:11:209"	"@user"	1	"happy 21st birthday pal"
"2013-07-11 16:16:11:219"	"@user"	1	"Kid-inspired. Chef-crafted. Real food school + stores ! Natural MealKits Happy Lunchbox"
"2013-07-11 16:16:11:220"	"@user"	1	"Smile happy"
"2013-07-11 16:16:11:220"	"@user"	1	"Guess managed get sky 6 pounds month.... happy"
"2013-07-11 16:16:11:221"	"@user"	1	"Just good school day without haters :) happy"
"2013-07-11 16:16:19:642"	"@user"	1	"One of the great things about being YOU is that there's no other YOU in the world. Embrace YOU and be YOU. It's a lot of fun. #happy"
"2013-07-11 16:16:47:780"	"@user"	1	"One great things world. Embrace YOU. lot fun. happy"
"2013-07-11 16:16:47:781"	"@user"	1	"Morning beautiful. got big smile u today! Happy"
"2013-07-11 16:16:47:782"	"@user"	1	"happy guitar solo music ambiance clapping goodnight"
"2013-07-11 16:16:47:809"	"@user"	1	"â˜€ALLâ˜€WHOâ˜€RETWEETSâ˜€WANTâ˜€NEWâ˜€FOLLOWERSâ˜€ âœˆ TFBJP âœˆ TeamFollowBack âœˆ OpenFollow âœˆ FollowBack âœˆ Happy âœˆ RT âœˆ 57.35"
"2013-07-11 16:16:47:809"	"@user"	1	"great important win yesterday! CL AJAcel happy"
"2013-07-11 16:16:47:816"	"@user"	1	"will elaborate right now..but smiles!! :)HappyThankful GoodLife Blessed"
"2013-07-11 16:16:47:831"	"@user"	1	"StoryOfMyLifeFollowPartyâ˜® Rt thisâ˜® Follow meâ˜® follow backâ˜® Follow everyone RÎ¤sâ˜® Gain followtrick followpart happy peace"
"2013-07-11 16:16:47:832"	"@user"	1	"Bak Kut Teh dinner! happy"
"2013-07-11 16:16:47:853"	"@user"	1	"â˜€ALLâ˜€WHOâ˜€RETWEETSâ˜€WANTâ˜€NEWâ˜€FOLLOWERSâ˜€ âœˆ TFBJP âœˆ TeamFollowBack âœˆ OpenFollow âœˆ FollowBack âœˆ Happy âœˆ RT âœˆ 32.71"
"2013-07-11 16:16:47:869"	"@user"	1	"StoryOfMyLifeFollowPartyâ˜® Rt thisâ˜® Follow meâ˜® follow backâ˜® Follow everyone RÎ¤sâ˜® Gain followtrick followpart happy peace."
"2013-07-11 16:16:47:874"	"@user"	1	"Hi lad.. Happy BonfireNight ! done special display just you..."
"2013-07-11 16:16:47:874"	"@user"	1	"happy"
"2013-07-11 16:16:47:893"	"@user"	1	"Kid-inspired. Chef-crafted. Real food school + stores ! Natural MealKits Happy Lunchbox"
"2013-07-11 16:16:47:900"	"@user"	1	"Happy birthday keekaa87 !!!! love much cute little sister HappyBirthday IMissYouâ€¦"
"2013-07-11 16:16:47:909"	"@user"	1	"Love shopping puts good mood happy holeinwallet loveagoodshop"
"2013-07-11 16:16:47:910"	"@user"	1	"Nothing better watching auditions performances since beginning happy amazing"
"2013-07-11 16:16:47:913"	"@user"	1	"Feeling happy relax today, take class frequently dance happy relax muscleache"
"2013-07-11 16:16:47:914"	"@user"	1	"RT : ğŸ˜˜ğŸ˜ğŸ˜Šâ¤ï¸ wedding date cute couple happy love boyfriend celebration"
"2013-07-11 16:16:47:925"	"@user"	1	"RT : couldnt satisfied! want great customer service try ! happy servicedesign"
"2013-07-11 16:16:47:938"	"@user"	1	"eat LastNight CausalJacks Calamari Talapia Shrimp BreadRolls PinkLemonade Love Happyâ€¦"
"2013-07-11 16:16:47:939"	"@user"	1	"push mo yan. â–²â–¼â–²â–¼â–²â–¼ gram happy kid throwback bike potd"
"2013-07-11 16:16:47:954"	"@user"	1	"Kid-inspired. Chef-crafted. Real food school + stores ! Natural MealKits Happy Lunchbox"
"2013-07-11 16:16:47:959"	"@user"	1	"Thinking awesome friends honestly never logical reason ever sad happy"
"2013-07-11 16:16:47:982"	"@user"	1	"mallaadelgazantelingual dietaliquida stylelife drairinatorres happy Medilaser"
"2013-07-11 16:16:47:989"	"@user"	1	"instagram instagood cute happy cat minnos"
"2013-07-11 16:16:47:993"	"@user"	1	"Now November...it's time listen Michael Buble Blake Shelton's Christmas Albums! :) thebest happy fb"
"2013-07-11 16:16:47:998"	"@user"	1	"love anything makes rukkus! cat happy crunchy goodmorning"
"2013-07-11 16:16:47:998"	"@user"	1	"wakeup happy maratime"
"2013-07-11 16:16:47:999"	"@user"	1	"Chatime treat happy night"
"2013-07-11 16:16:48:7"	"@user"	1	"Televisa mywork enjoy happy thankful thelastdance popular popularnow thursday coolâ€¦"
"2013-07-11 16:16:48:8"	"@user"	1	"Woot! RT : living room !!! :) happy"
"2013-07-11 16:16:48:9"	"@user"	1	"RT : Spread little happiness orange stripy socks!! happy style Shop:"
"2013-07-11 16:16:48:10"	"@user"	1	"RT : Son lo mejor :') happy birthday party friends cool fun 15 summer"
"2013-07-11 16:16:48:10"	"@user"	1	"alive healthy. Praise God ğŸ™ğŸ™ happy"
"2013-07-11 16:16:48:15"	"@user"	1	"top work atm!! average results tests mean will fail come June happy"
"2013-07-11 16:16:48:20"	"@user"	1	"â„ğŸ’•ğŸ™Š oldie finnishgirl happy"
"2013-07-11 16:16:48:24"	"@user"	1	"GahsjsjdldayğŸ˜ˆ real bff goodtime school happy hair yellow f4f love like"
"2013-07-11 16:16:48:29"	"@user"	1	"mom love happy picoftheday kiss kiss"
"2013-07-11 16:16:48:32"	"@user"	1	"Look mail today! artpop yay germany happy"
"2013-07-11 16:16:48:35"	"@user"	1	"RT : cousin beach summer moments hot happy smile like instagramâ€¦"
"2013-07-11 16:16:48:41"	"@user"	1	"Spending time little sister family <3 happy girl self family checkeredshirt eyesâ€¦"
"2013-07-11 16:16:48:45"	"@user"	1	"Last Night day today happy teen boy littlemonster"
"2013-07-11 16:16:48:46"	"@user"	0	"RT : Bak Kut Teh dinner! happy"
"2013-07-11 16:16:48:51"	"@user"	1	"rest classes just got cancelled day!!! score happy CollegeLife naptime"
"2013-07-11 16:16:48:59"	"@user"	1	"Goooood Night. happy"
"2013-07-11 16:16:48:60"	"@user"	1	"Photo: Happy Thorsday, Peeps! extraordinary day filled little happy troll minion,..."
"2013-07-11 16:16:48:61"	"@user"	1	"bf school lovely hair beautiful retrica cool happy â¤ï¸â¤ï¸"
"2013-07-11 16:16:48:72"	"@user"	1	"Kid-inspired. Chef-crafted. Real food school + stores ! Natural MealKits Happy Lunchbox"
"2013-07-11 16:16:48:73"	"@user"	1	"home early. Get girl tonight happy !"
"2013-07-11 16:16:48:85"	"@user"	1	"mee cool nice happy cute swag aburrida bored boring instaphoto instalike instalips lipsâ€¦"
"2013-07-11 16:16:48:104"	"@user"	1	"georgemartin iltronodispadesaga iltronodispade lannister serialkiller book life love happy"
"2013-07-11 16:16:48:104"	"@user"	1	"Today going good â˜º happy smiley"
"2013-07-11 16:16:48:109"	"@user"	1	"ğŸ‰ sweet 16 sweet16 perfect tagsforlikes happy"
"2013-07-11 16:16:48:109"	"@user"	1	"Love watching two ladies!! make laugh!! funny happy"
"2013-07-11 16:16:48:116"	"@user"	1	"omg milka ineedtoloseweight happy"
"2013-07-11 16:16:48:116"	"@user"	1	"Retail therapy works wonders!! Feeling proper happy ğŸ˜Š go shopping everyday!! ğŸ‘—ğŸ’„ğŸ"
"2013-07-11 16:16:48:121"	"@user"	1	"Overly happy getting 'A' first college final!! College LeeUFirstYear Success Happy"
"2013-07-11 16:16:48:125"	"@user"	1	"RT : New Blog today: look Lancome's Happy Holidays 2013 Collection happyâ€¦"
"2013-07-11 16:16:48:133"	"@user"	1	"friend friends fun TagsForLikes funny love instagood igers friendship party chill happyâ€¦"
"2013-07-11 16:16:48:133"	"@user"	1	"liking whole go bed wake happy thing â¤ï¸ğŸ‘Œ smile happy"
"2013-07-11 16:16:48:134"	"@user"	1	"happy ghost"
"2013-07-11 16:16:48:138"	"@user"	1	"happy foticlass smile"
"2013-07-11 16:16:48:138"	"@user"	1	"Boost ates. Haha happy chill"
"2013-07-11 16:16:48:141"	"@user"	1	"watching movies muggsieğŸ’• happy ğŸ˜Œ"
"2013-07-11 16:16:48:142"	"@user"	1	"Two three classes today cancelled happy"
"2013-07-11 16:16:48:142"	"@user"	1	"Believe, feel, love, be, create, inspire. ğŸ’ğŸŒŸğŸ’“ believe feel love create inspire girl happy"
"2013-07-11 16:16:48:197"	"@user"	0	"â€œI found never knew lostâ€”Myselfâ€ Need reminder gratitude? happy"
"2013-07-11 16:16:48:198"	"@user"	1	"good day today.?! :) â˜ºï¸ happy"
"2013-07-11 16:16:48:199"	"@user"	1	"Spread little happiness orange stripy socks!! happy style Shop:"
"2013-07-11 16:16:48:201"	"@user"	1	": Today good mood day happy positive psychology! :)"
"2013-07-11 16:16:48:201"	"@user"	1	"Feeling great!! amazing happy wooo"
"2013-07-11 16:16:48:212"	"@user"	1	"Kid-inspired. Chef-crafted. Real food school + stores ! Natural MealKits Happy Lunchbox"
"2013-07-11 16:16:48:212"	"@user"	1	"Good Morning, Lily! Happy Thursday too, sweetheart!!"
"2013-07-11 16:16:48:213"	"@user"	1	"Waking knowing still <3 Blessed happy lucky"
"2013-07-11 16:16:48:213"	"@user"	1	"time sleep.. good night baby~ :)) cute happy"
"2013-07-11 16:16:48:217"	"@user"	1	"chocolate loot yesterday's school field trip. DARK CHOC LOVER ! Chocolate sweet happy lifeâ€¦"
"2013-07-11 16:16:48:217"	"@user"	1	"happy birthday ğŸ‰"
"2013-07-11 16:16:48:230"	"@user"	1	"skype kingjaimec good night everybodeeeehhhh skype happy bored instagood instapicâ€¦"
"2013-07-11 16:16:48:235"	"@user"	1	"istanbul dream friend fun happy bigsmile girls coffee caffenero moda Moda"
"2013-07-11 16:16:48:237"	"@user"	1	"Special moment mom wisuda graduation moment happy ending mom love"
"2013-07-11 16:16:48:241"	"@user"	1	"bad boys!!! baby babyfoto sweet friends happy"
"2013-07-11 16:16:48:242"	"@user"	1	"iPhone 5S â˜ºï¸ğŸ˜ Iphone 5S Silver Space Happy Apple"
"2013-07-11 16:16:48:244"	"@user"	1	"happy bday bff loveher friends like 19 vegas two years enero peda"
"2013-07-11 16:16:48:257"	"@user"	1	"lovejesus melhoramornaoha simplesassim like life love forever happy â¤ï¸"
"2013-07-11 16:16:48:268"	"@user"	1	"long hair recien cortado happy instapick instalove instaphoto"
"2013-07-11 16:16:48:274"	"@user"	1	"happykid happyheart blessed loved happy"
"2013-07-11 16:16:48:275"	"@user"	1	"nightmare mysister like follow happy :p"
"2013-07-11 16:16:48:275"	"@user"	1	"one class spending day momma! happy"
"2013-07-11 16:16:48:276"	"@user"	1	"10 am. good morning happy smiles"
"2013-07-11 16:16:48:277"	"@user"	1	"Good morning natural happy begin activities :)"
"2013-07-11 16:16:48:277"	"@user"	1	"Never happy get 60% midterm happy"
